parcel_id,producer_name,region,culture,type_sol,ph_sol,pluviometrie_annuelle,temperature_moy_celsius,humidite_relative_pct,teneur_matiere_organique_pct,surface_hectares,annee,rendement_kg_ha
0bcfe7c4-8a44-45e0-9911-a0dacac25645,Geneviève Barbier,Saint-Louis,Riz,Dior,5.4,311.4,29.0,89.2,1.26,3.77,2020,950.6
b3125cf0-0555-4050-8011-82553d1fe8b9,Margot Petit,Saint-Louis,Mil,Limoneux,5.3,200.0,28.4,54.9,1.52,28.01,2020,382.8
b73c1efa-e4c3-4830-bcb4-287f1a64fcf2,Antoinette du Launay,Saint-Louis,Riz,Limoneux,5.6,260.8,23.3,63.2,2.58,2.59,2020,1089.9
6eb95613-a12d-4992-be77-e897993f272f,Léon Millet,Saint-Louis,Mil,Argileux,6.5,330.7,29.7,31.6,2.35,0.62,2020,477.7
6d28547b-1c63-4e63-a4e3-f9d7d2af9244,Zacharie Pinto,Saint-Louis,Mil,Limoneux,5.4,291.8,28.9,55.0,2.16,24.85,2020,479.0
88119a23-8dc5-4691-97c1-5687fe9a1396,Honoré Letellier,Saint-Louis,Riz,Ferralitique,5.1,396.7,29.6,89.7,2.41,3.8,2020,1332.0
55e253cb-a299-402f-90c5-08e55b489862,Adrien Lopez,Saint-Louis,Mil,Ferralitique,6.7,398.4,28.5,88.5,2.67,41.0,2020,570.0
711c0d30-3c3d-4f74-837e-40af81d41fb7,Émile De Oliveira,Saint-Louis,Riz,Sablonneux,7.5,304.5,23.8,38.8,0.91,23.32,2020,990.6
e21a070e-b79a-4bc5-a215-51bd35db82ac,Aimée de Dupuy,Saint-Louis,Mil,Ferralitique,5.5,285.2,25.3,68.2,1.18,47.78,2020,403.8
4c50f424-7492-4603-8c10-a15376868c36,Bernard Gonzalez,Saint-Louis,Mil,Dior,6.6,430.3,26.6,41.6,2.84,31.59,2020,670.2
e8141bb8-2e73-4d0e-b06a-341eaa4d8f16,Anastasie Texier,Saint-Louis,Riz,Limoneux,6.6,307.4,28.1,46.3,2.68,35.05,2020,1051.4
83149d4d-ba26-458a-b5a7-3bf71e928fa6,Matthieu de la Hamon,Saint-Louis,Mil,Dior,7.5,302.6,30.4,46.9,0.53,39.05,2020,361.5
65448262-57af-4551-afe5-97159d130c6e,Édith Guyon,Saint-Louis,Riz,Argileux,5.3,262.6,27.4,79.9,0.89,39.86,2020,751.8
9d97626b-895b-4628-bd44-9a8b59a85560,Frédéric Torres,Saint-Louis,Riz,Sablonneux,6.3,255.5,24.4,79.1,2.79,46.21,2020,1005.5
2a215b20-ff75-481d-bc28-44587bd4e1b7,Gabriel-Alphonse Bernier,Saint-Louis,Mil,Ferralitique,7.1,263.3,26.9,83.4,0.85,30.08,2020,404.7
8d9bfe04-5cf1-44db-9483-aafe2f7982dd,Honoré Gaillard,Saint-Louis,Mil,Sablonneux,5.5,274.2,25.6,43.3,1.26,42.91,2020,405.2
4995c136-96e7-45ab-9cce-b7325627c267,Marine de la Bigot,Saint-Louis,Riz,Sablonneux,5.9,215.6,26.8,55.5,1.02,38.27,2020,595.0
9172c8db-717b-4bb6-830f-9a5c3e27ec08,Éléonore Joly,Saint-Louis,Riz,Sablonneux,7.3,209.7,28.5,41.8,2.39,2.12,2020,718.0
7de5b4ff-9320-4e14-aa2f-1eb2d3284256,Emmanuelle-Céline Guibert,Saint-Louis,Riz,Sablonneux,6.4,304.9,24.1,34.0,2.77,33.55,2020,1260.4
be918f0e-626a-4f71-b738-385aac15d1ab,Arthur Bonnin,Saint-Louis,Riz,Argileux,7.8,281.4,25.5,41.1,1.01,17.9,2020,802.7
ef8157c4-2eb4-4a65-953d-ecb3352eae60,Richard Rousset,Saint-Louis,Mil,Argileux,7.8,319.2,29.7,81.3,1.37,39.15,2020,438.6
3fb5ed6c-6dd6-4a1c-955a-e2d8d6110942,Hélène Guibert-Robert,Saint-Louis,Riz,Sablonneux,5.3,200.0,27.2,61.7,1.95,35.93,2020,707.4
8e7d6200-619b-4ebd-bcbe-2f5729a8925b,Anouk Caron,Saint-Louis,Riz,Sablonneux,7.7,290.4,28.3,85.5,1.84,46.06,2020,962.9
5ca2e990-45bc-4856-995d-df1c985a566a,Roland Pineau,Saint-Louis,Mil,Ferralitique,6.1,312.8,25.5,70.4,1.97,5.81,2020,529.3
8cd4bc3a-cb95-4bdb-a6ca-010dc4fe800f,Charlotte Delmas,Saint-Louis,Mil,Ferralitique,6.3,280.9,25.4,36.8,1.79,49.24,2020,439.8
f28de4d9-cf9f-41ea-835a-cddb4ae237c7,Stéphanie Perrin,Saint-Louis,Riz,Limoneux,6.6,364.6,27.0,72.3,1.74,28.08,2020,1089.4
92bda04b-f60a-48ba-94fe-a767fcdf0f73,Thomas Neveu,Saint-Louis,Mil,Ferralitique,6.5,414.1,26.9,66.0,1.46,15.94,2021,568.3
d042e85a-e6df-44f3-aa72-917eca687904,Anne Traore,Saint-Louis,Mil,Ferralitique,5.7,257.5,24.0,41.3,1.52,3.95,2021,471.0
a2298104-c7d8-44b5-a52d-c5ac0fda5f75,Patrick Gauthier,Saint-Louis,Mil,Sablonneux,7.8,200.0,23.8,89.9,1.42,24.84,2021,374.7
5f0f1a85-5e75-48a4-97b1-98d72df1901a,Brigitte Gautier,Saint-Louis,Mil,Sablonneux,6.6,316.0,28.0,38.6,2.19,20.33,2021,500.7
86e431d2-d8ba-4fd8-96be-136b68a37ea6,Zoé Leclercq Le Roger,Saint-Louis,Riz,Argileux,7.2,205.1,28.8,33.9,2.73,48.77,2021,687.5
b99515e1-c32b-4143-9d25-863eb105d886,Georges Laine,Saint-Louis,Mil,Ferralitique,5.4,271.0,27.3,46.7,2.6,35.82,2021,496.2
1ee859f2-e313-42e6-a0b0-d6a98c990346,Georges du Lucas,Saint-Louis,Mil,Ferralitique,7.3,396.7,28.8,51.4,2.5,33.5,2021,606.3
0d059ef1-feb6-43ab-be53-808b3dd8dd54,Martin Brun de la Laurent,Saint-Louis,Mil,Ferralitique,6.5,283.9,25.2,36.5,0.87,12.91,2021,416.2
349aa8f1-f2e0-415e-aa8b-edf007cd5b55,Monique Torres de la Chauveau,Saint-Louis,Riz,Sablonneux,5.1,200.0,25.6,59.9,2.34,1.82,2021,687.0
f42b8233-5aea-4188-80d9-1df8bf931d87,Pauline Tessier,Saint-Louis,Mil,Sablonneux,5.5,287.3,25.0,75.6,2.05,33.22,2021,494.0
91870dd9-2ea2-4fb2-8fff-88ec961edb49,Thibault Thomas,Saint-Louis,Mil,Ferralitique,7.4,292.1,27.2,59.4,1.0,13.45,2021,402.8
57562f2a-e78d-4af9-9ead-cde09a4a1836,Sabine Letellier,Saint-Louis,Riz,Ferralitique,7.9,286.5,25.7,82.8,0.58,6.4,2021,809.6
00500093-2880-4396-b487-1876f58dfdd7,Agnès Petitjean,Saint-Louis,Mil,Argileux,6.3,310.1,27.9,63.4,0.59,43.09,2021,382.0
4879a048-adf0-4460-9554-26ef95e31b2f,Robert Michel,Saint-Louis,Riz,Ferralitique,6.5,234.6,29.8,59.2,0.84,5.91,2021,629.6
36d04169-2eb2-42dd-ba4f-f2095299e34f,Maggie Hoarau,Saint-Louis,Mil,Dior,6.4,294.1,27.0,33.3,2.64,13.54,2021,521.1
f3c7762c-789c-4bf8-b31c-bd81330fdb36,Brigitte Munoz,Saint-Louis,Mil,Limoneux,6.9,342.5,27.5,49.2,1.38,1.89,2021,433.3
192f2e4d-ba23-4f61-9a83-7b4b934768cb,Édith Letellier,Saint-Louis,Mil,Sablonneux,6.0,357.2,27.6,75.9,2.36,31.45,2021,529.4
332a8d45-3488-4435-9d00-11f4b6ebaa73,William Prévost,Saint-Louis,Mil,Limoneux,6.0,263.3,27.7,33.4,1.39,12.59,2021,394.7
f84e559c-561e-4f3f-ac5b-cbee9bad8713,Susanne Perret,Saint-Louis,Mil,Sablonneux,6.8,231.4,27.2,82.1,2.78,6.17,2021,443.9
f8c80882-889d-4ace-8cb8-ba03f2c2f72b,Daniel Thomas-Maréchal,Saint-Louis,Mil,Ferralitique,5.1,298.0,26.6,64.1,2.14,45.12,2021,472.4
74bcc4bf-e3db-4327-8f45-4230868dd495,Emmanuel Leclercq,Saint-Louis,Mil,Ferralitique,6.8,292.3,23.2,64.2,2.96,16.46,2021,534.7
efba307d-240e-4763-b99b-173671bf3732,Arthur Dos Santos-Marques,Saint-Louis,Mil,Limoneux,5.3,267.1,27.2,59.8,2.19,40.67,2021,476.8
7cc311c6-73d9-415c-9b8e-455b85363ccc,Élisabeth Weiss,Saint-Louis,Riz,Ferralitique,6.8,309.6,24.9,42.1,1.41,31.95,2021,1093.2
04220064-d5cf-4bd4-83e9-0246e07e4f2e,Stéphane Maillard,Saint-Louis,Riz,Limoneux,7.5,375.9,25.3,45.9,1.84,15.22,2021,1305.7
2e6cf64e-e84c-4ee1-a651-47f3dc8600a7,Virginie Lévêque,Saint-Louis,Riz,Dior,6.9,358.2,27.9,35.7,2.89,17.17,2021,1201.6
37b091ed-6049-4d53-a8f8-f48abadbacdf,Joséphine Michaud,Saint-Louis,Mil,Sablonneux,6.3,261.2,30.6,69.1,1.37,15.44,2021,404.4
e6813104-c047-4c12-8269-99f277625e1b,Maggie Laurent,Saint-Louis,Mil,Ferralitique,7.0,228.4,28.8,54.1,1.28,31.44,2021,371.4
3d1c0884-c484-4ba3-a1b7-b5288b65d19c,Alexandrie Marin,Saint-Louis,Riz,Dior,7.6,360.0,25.7,81.8,2.07,29.05,2021,1199.9
9e2ed116-6435-412c-8de6-b99b83a77c8a,Gilbert Boutin,Saint-Louis,Mil,Dior,5.8,383.5,26.5,81.2,2.09,45.39,2021,592.5
7275f895-bcc7-467a-9965-6d3623b833a2,Émile Thierry,Saint-Louis,Riz,Argileux,6.6,317.3,27.5,44.4,1.41,37.45,2021,1006.0
36c83d60-baa3-4e17-81cf-912728c4bf8d,Gabriel Imbert de la Gaillard,Saint-Louis,Mil,Sablonneux,6.2,291.9,28.6,68.0,2.65,42.38,2021,477.6
bfc212f8-4468-4331-98fd-2cc4a9942c22,Timothée Couturier,Saint-Louis,Mil,Dior,6.9,347.6,23.5,44.2,1.14,12.3,2021,464.8
876f843c-8d71-41a9-9376-4d173747232b,Maurice Vallée-Bernard,Saint-Louis,Riz,Ferralitique,5.7,378.3,23.7,59.1,2.57,49.57,2021,1466.1
2699aec6-692e-4e6d-a860-2bb045c9eddd,Éléonore Albert,Saint-Louis,Riz,Sablonneux,5.6,362.0,29.3,45.5,1.18,40.28,2021,1033.9
893126cb-e5a9-4845-bada-b09a3daa89ac,Catherine Renault,Saint-Louis,Riz,Ferralitique,6.9,234.5,26.2,76.9,0.61,3.24,2021,703.3
cf619d7e-be0d-4242-bb79-94d5023f2d60,Michelle Marchal,Saint-Louis,Mil,Ferralitique,6.8,233.7,26.6,83.8,2.67,33.75,2021,499.3
5dc59240-0671-4241-80bc-dedccc947ded,Pauline Lefèvre,Saint-Louis,Mil,Argileux,7.8,281.5,28.6,44.2,2.31,28.76,2021,468.8
cceb55f5-52c5-428b-9846-38d6a4f5e343,Luc Voisin,Saint-Louis,Riz,Dior,6.6,378.6,29.8,45.1,2.57,44.29,2021,1186.5
308fcd0c-2a72-4855-87a2-8fafc1cfa48b,Céline Klein,Saint-Louis,Riz,Dior,7.3,266.3,26.6,74.2,1.28,40.39,2021,849.4
9d07ec71-5f3a-41b2-ba55-2da5934cef26,Laurent-Julien Rocher,Saint-Louis,Mil,Argileux,5.7,200.0,25.4,88.2,0.77,22.25,2021,340.1
8ccdc05c-7ba9-4ad2-819e-6c5c52935336,Sébastien-René Roger,Saint-Louis,Riz,Sablonneux,6.5,357.9,30.2,49.0,1.44,21.48,2021,1032.3
1ab322a8-ad97-49fc-98b2-7234cd935cdc,François de la Michaud,Saint-Louis,Mil,Limoneux,7.6,225.9,25.8,58.5,2.84,18.7,2021,465.8
706a03c7-ba9a-45be-8c8e-e591a375284a,Madeleine Toussaint,Saint-Louis,Riz,Sablonneux,7.5,298.4,27.6,71.4,2.16,39.55,2021,954.8
3733d0bb-b5bc-4b4c-bc1f-039402addc30,Alphonse Carre de la Toussaint,Saint-Louis,Mil,Limoneux,5.9,251.4,27.8,84.2,2.9,34.42,2021,488.4
58daa08a-ff9a-4ec4-ac98-439603d0bbeb,Corinne Thomas,Saint-Louis,Riz,Ferralitique,7.6,271.6,27.0,85.7,1.47,45.94,2021,818.4
761c5b7b-8e0f-4dde-a380-53fbcbc2107f,Julie Caron de Carlier,Saint-Louis,Riz,Argileux,5.9,332.8,27.0,85.0,2.65,31.75,2021,1272.3
b5723797-0aa1-4077-b59e-8b22579d6587,Augustin Lebreton,Saint-Louis,Mil,Sablonneux,7.4,273.8,26.8,79.4,1.19,47.05,2021,413.6
2a38bb0c-9861-46fe-8cc4-9405a7f077d6,Aurélie-Paulette Poirier,Saint-Louis,Mil,Ferralitique,7.8,294.7,26.3,82.6,1.33,41.1,2021,465.2
57214fb2-f26b-4d51-b00d-330937067790,Antoine Faivre,Saint-Louis,Mil,Dior,6.5,284.5,30.2,73.8,1.38,27.61,2021,393.3
6cc54a1b-35fa-434e-bcc6-3e2fe79ea00a,Odette Dumont,Saint-Louis,Riz,Argileux,7.3,333.7,26.4,67.8,2.1,39.66,2021,1079.8
7eac196b-cc0d-465a-bc25-85f4b975e19b,Nathalie de la Maurice,Saint-Louis,Mil,Dior,5.6,341.8,26.3,34.9,1.26,8.31,2021,471.7
2ecda713-f332-4c56-b1bc-4ee32124c93f,Sylvie Baron-Thomas,Saint-Louis,Riz,Limoneux,7.5,370.4,27.7,57.1,2.21,43.74,2021,1167.7
bebb48d5-2107-496d-af15-6e366255acf7,Agathe Couturier,Saint-Louis,Riz,Limoneux,7.1,293.6,27.9,41.9,2.57,21.02,2021,968.2
a3982108-ef53-4ada-b67a-3d869b886476,Daniel Dias,Saint-Louis,Mil,Argileux,7.8,205.7,24.7,31.2,2.71,1.64,2021,470.8
8a56fe6d-7afb-4024-b5b6-81d3a6b97003,Michelle Vasseur,Saint-Louis,Riz,Argileux,7.7,228.4,27.3,45.7,2.94,42.67,2021,782.4
3428abba-f79b-457d-996b-ca0f36602b97,René Le Mace,Saint-Louis,Mil,Limoneux,6.8,404.0,31.5,40.2,0.87,28.58,2021,401.9
01b53101-a293-4bd5-be13-e481e184d06a,David Vasseur,Saint-Louis,Mil,Ferralitique,7.3,338.3,28.0,37.1,2.82,35.82,2021,522.3
1bb9b19a-7345-4e9d-9ca0-ad2c12c09a0d,Margot-Nathalie Gautier,Saint-Louis,Mil,Argileux,5.9,200.0,25.9,55.9,1.74,10.73,2021,382.5
9ab75361-55e1-4191-b4a3-2135faf84fd2,Gérard Boulay,Saint-Louis,Mil,Argileux,7.2,252.7,25.8,54.5,0.97,7.72,2021,383.4
f2627c49-24c7-4d63-808f-b737a0399845,Victor Gautier,Saint-Louis,Mil,Argileux,5.7,289.9,26.1,52.2,1.63,34.37,2021,455.6
4a6853f8-5341-4882-8ad5-687c9946268c,Zacharie de Brunet,Saint-Louis,Riz,Ferralitique,6.4,200.0,28.5,71.2,2.68,35.81,2021,713.8
a04f3529-75e3-45ba-99a9-89278cc88ab4,Laurent-Gabriel Bazin,Saint-Louis,Mil,Sablonneux,5.2,235.6,27.5,50.0,1.89,12.12,2021,449.3
6bf5dfa6-97ac-4009-ac7d-703862205f3b,Margaux Blanchard,Saint-Louis,Riz,Ferralitique,5.0,424.4,25.2,48.2,1.76,20.04,2021,1416.5
977ba3ca-b9d3-47ba-915c-5f32de71f086,Xavier Vidal,Saint-Louis,Riz,Dior,6.7,200.0,26.4,59.6,1.15,17.29,2021,603.5
4bbb0f3e-a242-4a04-8252-d1f81fa6677d,Suzanne Jacques-Legendre,Saint-Louis,Riz,Argileux,6.0,366.1,30.9,45.6,1.83,16.01,2021,1135.4
89bb7e1e-bbbe-4f3c-bd2b-fe9b4196993f,Théophile Prévost,Saint-Louis,Mil,Limoneux,7.6,226.2,28.0,85.6,2.59,14.5,2021,474.1
a9ed6b43-ca8d-4a9d-a1dd-6cddea607b5d,Frédérique Salmon,Saint-Louis,Mil,Argileux,6.6,272.1,26.8,48.9,1.59,49.73,2021,455.8
06936d0a-2d0a-4e0b-8e6b-a9a064468ea7,Corinne Chevalier,Saint-Louis,Riz,Ferralitique,6.7,458.7,24.0,33.2,2.81,7.86,2021,1756.0
bb4c854f-7e6e-49f0-b970-7352d31e03bd,Luc De Oliveira,Saint-Louis,Riz,Ferralitique,6.4,315.2,27.9,56.2,0.91,49.76,2021,943.4
f247699c-e9a8-412f-a547-b1df3e8b27f7,Matthieu Carpentier de Peron,Saint-Louis,Riz,Dior,6.3,365.1,27.2,59.1,2.97,24.9,2021,1431.4
eae56279-4147-496a-99ad-e9293bf48f30,Anaïs du Riou,Saint-Louis,Riz,Limoneux,5.4,318.5,26.2,40.8,0.73,8.83,2021,915.8
118816ec-7d19-4704-92f0-3f891fbebab7,Éléonore Charles,Saint-Louis,Mil,Argileux,6.7,316.1,26.3,65.0,2.16,48.6,2021,511.0
0a1bbb5e-37e5-4d17-be6c-33816dd8e6d3,Marcel Rey-Pelletier,Saint-Louis,Riz,Ferralitique,6.2,337.3,26.3,70.6,0.69,44.42,2021,887.2
1e344a2c-03a6-436e-8481-a800dc310ef5,Julien Arnaud,Saint-Louis,Riz,Sablonneux,6.2,322.6,26.9,80.2,1.98,8.11,2021,1003.7
4ec5ead6-0358-4d53-92b8-6dc09cdc09bf,Susan Leleu,Saint-Louis,Mil,Dior,6.4,367.6,26.9,69.5,2.89,16.81,2021,547.6
c8008888-0db2-41e7-916e-9bf62bee4fc4,Hélène Le Arnaud,Saint-Louis,Mil,Dior,6.0,200.0,29.5,37.8,2.33,43.23,2021,420.3
7d82d1e0-dce1-40aa-9ca2-965950aae715,Aimé Barbier-Boucher,Saint-Louis,Mil,Sablonneux,6.0,245.7,25.7,62.8,0.64,30.31,2021,349.8
10e031cb-28a7-4c5a-bc4c-2694c82b22b6,Célina Pierre,Saint-Louis,Mil,Ferralitique,5.5,264.3,29.7,35.4,2.91,42.69,2021,451.9
5389a2cd-a52b-4233-868a-0ba5ddb31fbc,Célina Labbé,Saint-Louis,Mil,Argileux,5.9,200.0,33.3,37.2,2.38,24.8,2021,367.1
b4e329ce-72d8-4566-880c-ce1d1b0192e4,Édouard Lefebvre de Pottier,Saint-Louis,Mil,Limoneux,7.7,363.4,27.4,69.9,2.01,41.69,2021,524.8
d9c74339-332f-40f4-a145-271bac364558,Tristan Texier,Saint-Louis,Mil,Limoneux,6.3,296.7,27.6,63.8,1.47,21.44,2021,458.6
38358393-1641-4791-afba-828caf245c7e,Valentine Blin,Saint-Louis,Mil,Ferralitique,6.8,331.3,28.3,35.6,1.59,25.91,2021,500.4
ed380703-ee61-4ee2-8eec-8367ea8b8566,Camille Joubert,Saint-Louis,Riz,Ferralitique,6.9,333.3,27.2,61.6,2.28,32.54,2021,1066.9
421257c4-cdf6-40d8-a9a6-8cb8fb30f222,Daniel Imbert,Saint-Louis,Mil,Ferralitique,6.3,288.2,26.7,48.0,2.77,49.22,2021,535.0
9e7d576e-939e-4f3d-8b49-8b39f4db6560,Gabrielle Marchal de la Andre,Saint-Louis,Mil,Limoneux,7.5,288.3,29.3,64.1,1.81,27.77,2021,468.2
cc431f29-e9d3-48cd-8db6-df27ae4d76ca,Gilles Bertin,Saint-Louis,Riz,Ferralitique,6.5,335.6,21.1,69.7,1.53,28.64,2021,1190.4
e8bac056-4fbc-4fd5-b2e7-436d6f685950,Roger-Philippe Morel,Saint-Louis,Mil,Sablonneux,6.8,339.4,27.4,36.8,2.42,33.25,2021,504.6
2a39ee7e-5893-4cef-8df8-bd50774332fd,Danielle de la Guyon,Saint-Louis,Riz,Ferralitique,7.5,298.9,26.2,82.6,0.61,15.23,2021,854.7
a1a89f85-91b7-4f11-899f-61ee5d16113e,Jean Jacquot,Saint-Louis,Mil,Limoneux,7.3,367.4,28.9,50.5,1.62,45.95,2021,510.0
d6cc7bd3-1cbc-4637-90f0-4f02d554719f,Philippe Meunier,Saint-Louis,Riz,Dior,5.6,253.6,27.8,45.6,2.37,33.83,2021,854.1
9658c591-6b73-4dd6-8329-4c61fa09e9bf,Océane Blin,Saint-Louis,Riz,Argileux,5.0,241.7,24.2,69.3,0.79,23.28,2021,730.0
f6508e88-6710-4336-afcf-39e01a24e573,Thomas Nguyen,Saint-Louis,Mil,Dior,5.9,262.4,28.7,51.6,2.53,33.85,2021,479.7
09d7f3c2-23dd-44f2-96b1-57a4aa2d8026,Denis-Richard Gonzalez,Saint-Louis,Mil,Argileux,7.4,357.2,28.0,30.8,0.72,6.04,2021,397.0
6e32c4ba-9b88-499c-b4c9-700fd770cf4c,Thibaut-René Barre,Saint-Louis,Riz,Argileux,7.6,343.5,28.0,69.0,1.02,22.07,2021,994.3
a5f9f677-3522-4be0-91b5-5d9496e35fa3,Bernadette Boucher-Guyot,Saint-Louis,Riz,Argileux,5.3,261.5,27.9,58.4,2.42,1.58,2021,845.0
060fb9d2-f63c-4002-83e1-d76e8e02fb78,Christelle Pons de Chauvin,Saint-Louis,Riz,Ferralitique,7.2,348.0,28.5,58.3,1.61,43.06,2021,1068.2
33b7afbb-e7d8-457b-9a05-629cb1da9c80,Richard Hamon,Saint-Louis,Riz,Ferralitique,5.9,371.3,28.4,33.1,2.57,0.89,2021,1296.7
0729fddc-da58-4908-980c-52dff2a321ae,Colette Charpentier,Saint-Louis,Mil,Dior,7.9,321.1,29.1,65.8,2.62,27.94,2021,494.6
5da77b36-3476-4d07-9d53-b8423d38d104,Zacharie Cousin-Cordier,Saint-Louis,Mil,Dior,6.2,298.4,25.2,86.1,1.78,45.3,2021,510.8
1add6344-18f3-4a7a-934e-06bf1d6fdfe2,Catherine Lebrun,Saint-Louis,Riz,Ferralitique,7.1,290.2,25.5,64.6,1.82,27.89,2021,951.4
04ff6346-608b-483f-9343-f5fecd393166,Aurore Meyer,Saint-Louis,Mil,Dior,7.7,259.5,26.7,86.3,0.79,17.66,2022,396.2
83efaa42-a819-495f-8354-a5bdbe6d9ceb,Andrée Neveu,Saint-Louis,Riz,Ferralitique,5.5,252.5,26.4,50.6,2.32,11.99,2022,851.1
cbcbc3f0-6b32-42b2-a481-c1da314e97f2,Sébastien Rodriguez-Guichard,Saint-Louis,Mil,Ferralitique,7.8,200.0,27.4,37.9,2.63,15.02,2022,448.4
ce343877-2bf8-460d-a6c4-bce10c534d61,Denis Lenoir,Saint-Louis,Mil,Limoneux,7.5,300.1,25.4,77.8,2.18,40.09,2022,534.5
65f94aba-bf50-4535-a553-3ce2c8b0f7b6,Stéphane Brun,Saint-Louis,Riz,Ferralitique,5.8,339.6,28.9,37.7,2.37,10.37,2022,1135.7
2f23aae3-ff80-4fb7-a389-f810ec28aa45,Laure Collet,Saint-Louis,Riz,Ferralitique,7.4,203.5,25.5,48.2,2.86,10.87,2022,728.2
110a4dec-e7c0-4eef-9ad5-6f3526cf6c7c,Olivier Lenoir de la Jacob,Saint-Louis,Riz,Argileux,6.1,253.9,25.1,40.5,1.15,43.04,2022,800.0
14b8a4d7-9413-4257-bc7c-8cc5aa2f4ecb,Paul Renard,Saint-Louis,Riz,Argileux,6.0,349.8,26.6,37.2,0.78,11.59,2022,961.3
b133f619-7d00-4b88-b681-fba1a2605f84,Virginie Moreau de Legrand,Saint-Louis,Mil,Dior,7.4,284.1,23.0,46.0,2.42,7.98,2022,548.3
7e136afb-37e5-4b47-8768-64861f99d7ec,Andrée Vincent-Dupuy,Saint-Louis,Riz,Ferralitique,7.1,338.1,24.5,77.9,2.82,48.15,2022,1390.4
833daaa6-aaf6-48ac-8e79-96ab58930022,Timothée Morin-Guillou,Saint-Louis,Riz,Sablonneux,7.3,303.6,27.6,79.4,2.02,2.58,2022,933.4
e012f8a3-234c-4d49-8ad2-67b521f5b432,Sébastien-Lucas Grenier,Saint-Louis,Riz,Argileux,7.6,381.6,24.4,73.7,2.78,35.55,2022,1568.0
6f5db0fd-a106-4f6d-b0c9-899b5324a852,Sabine Vincent,Saint-Louis,Mil,Limoneux,7.2,200.0,27.4,50.1,0.75,7.32,2022,358.2
e335167a-00ab-4ed7-805a-e47e63c053be,Élise Gauthier,Saint-Louis,Mil,Sablonneux,7.9,408.0,29.5,44.7,2.42,40.55,2022,546.3
2b1ecb8e-cf5c-41cf-88b0-a1a4e5543e61,Nathalie Brunel,Saint-Louis,Riz,Ferralitique,5.3,312.6,26.0,51.6,1.43,33.42,2022,941.2
cd98db2a-aa32-4f00-87e5-3db246c3f8de,Auguste Launay-Baudry,Saint-Louis,Mil,Ferralitique,7.4,348.4,25.1,54.8,0.84,20.76,2022,455.0
efb6f9ab-1489-47ef-8cfa-5c8b25f9c014,Constance Masse,Saint-Louis,Mil,Sablonneux,7.8,328.6,28.0,73.1,1.61,26.11,2022,435.2
df09ab96-4633-4ffc-aa12-1471b9f0a5fe,Léon Letellier de la Nicolas,Saint-Louis,Mil,Argileux,5.9,363.6,32.5,56.0,2.95,19.97,2022,486.3
338ae132-3f6b-47ac-9582-58eac962d99e,Aimé Daniel,Saint-Louis,Riz,Dior,7.7,323.5,26.0,88.4,0.64,21.26,2022,978.8
998219e3-bee9-4485-b840-890b2e1b4d1b,Lucy Lejeune,Saint-Louis,Mil,Limoneux,7.2,298.5,23.5,30.5,1.28,14.35,2022,468.4
84094715-9af6-4f6d-9995-4fe044e12a2d,Frédéric Alexandre Le De Sousa,Saint-Louis,Riz,Argileux,7.1,258.3,26.2,83.3,1.62,31.41,2022,855.7
ebadae7c-2d2e-4c00-8d70-95472f046d4a,Nathalie Lemoine,Saint-Louis,Mil,Ferralitique,7.1,268.6,27.3,76.5,2.72,44.11,2022,461.8
2794b13a-6d10-4eea-bfd5-4867cd58eebd,Yves Turpin,Saint-Louis,Mil,Argileux,6.2,250.7,29.2,61.2,2.3,27.27,2022,419.4
3252dd50-da60-4c77-9585-a0e94ef27797,Olivie-Aimée Rivière,Saint-Louis,Mil,Argileux,6.6,300.0,27.0,31.4,2.39,44.57,2022,506.6
ddf298da-10a7-49a0-ab4d-402edc99f4ee,Jérôme de la Le Roux,Saint-Louis,Mil,Ferralitique,5.7,280.3,27.3,89.2,2.44,5.97,2022,453.6
76f953f1-cbd6-451d-bcf9-26b56fb986cb,François-Adrien Weiss,Saint-Louis,Mil,Sablonneux,5.8,349.5,25.3,32.9,1.77,32.72,2022,488.0
612b7d06-ecb0-4b59-8783-465abb552caa,Honoré De Oliveira-Maurice,Saint-Louis,Mil,Limoneux,6.7,260.5,26.4,89.0,0.51,40.37,2022,400.0
c6d08ee1-6ff1-4e8e-99db-3d65c9fccc98,Margaux Carpentier,Saint-Louis,Riz,Dior,6.1,219.2,25.4,70.3,1.21,35.86,2022,692.3
bdcb4dc4-ea3c-4e4d-a332-f43b31e21005,Anastasie Barthelemy,Saint-Louis,Riz,Argileux,5.3,271.4,28.7,79.4,1.79,18.38,2022,782.2
271b2e71-1a42-4612-a29a-e332cbc52de6,Margaud Picard,Saint-Louis,Mil,Sablonneux,7.5,315.8,27.4,55.5,0.7,6.94,2022,389.9
b32f6f18-6b1c-4640-bdb8-e6255ed3c341,Timothée Vaillant,Saint-Louis,Riz,Dior,6.1,351.1,26.7,63.5,1.82,39.05,2022,1223.0
172c3549-97f5-45e4-9380-b8bf95bdc592,Suzanne Philippe,Saint-Louis,Mil,Ferralitique,6.9,323.4,26.8,73.9,2.99,21.14,2022,531.0
998c6770-da74-48ee-83e6-5f9c4736727b,Suzanne Lecomte,Saint-Louis,Riz,Dior,6.5,315.9,25.8,81.8,1.64,6.34,2022,993.9
eaba61b8-f171-409c-96a2-27bbb2551a0f,Eugène Gautier du Leroy,Saint-Louis,Mil,Dior,5.1,200.0,26.7,52.2,0.89,47.62,2022,356.9
